Z,eV,cosP,RND
6,98,-0.1908089953765448,0.8352774618614576
6,98,-0.20791169081775912,0.8379529846121121
6,98,-0.2249510543438648,0.8406416914740001
6,98,-0.24192189559966779,0.8433435688574571
6,98,-0.25881904510252085,0.846058513613733
6,98,-0.27563735581699905,0.8487863337101407
6,98,-0.29237170472273666,0.8515267505599678
6,98,-0.30901699437494734,0.8542794000234477
6,98,-0.3255681544571564,0.8570438335515366
6,98,-0.3420201433256687,0.8598195204787151
6,98,-0.35836794954530027,0.8626058489737453
6,98,-0.37460659341591207,0.8654021285952687
6,98,-0.3907311284892736,0.8682075920020791
6,98,-0.40673664307580004,0.8710213963156734
6,98,-0.42261826174069933,0.8738426265014315
6,98,-0.4383711467890775,0.8766702965025956
6,98,-0.4539904997395467,0.8795033514147044
6,98,-0.46947156278589053,0.8823406707168642
6,98,-0.484809620246337,0.8851810701747008
6,98,-0.4999999999999998,0.8880233043245819
6,98,-0.5150380749100543,0.8908660690278406
6,98,-0.5299192642332048,0.8937080045611329
6,98,-0.5446390350150271,0.8965476983107066
6,98,-0.5591929034707467,0.8993836866864768
6,98,-0.5735764363510458,0.9022144583970696
6,98,-0.587785252292473,0.905038457372435
6,98,-0.6018150231520484,0.9078540856953917
6,98,-0.6156614753256583,0.9106597070244266
6,98,-0.6293203910498373,0.913453647981587
6,98,-0.6427876096865394,0.9162342024631221
6,98,-0.6560590289905075,0.9189996347495055
6,98,-0.6691306063588582,0.9217481818204324
6,98,-0.6819983600624984,0.9244780565320451
6,98,-0.694658370458997,0.9271874504069965
6,98,-0.7071067811865475,0.9298745372061229
6,98,-0.7193398003386512,0.9325374761002856
6,98,-0.7313537016191705,0.9351744141275803
6,98,-0.743144825477394,0.9377834890331564
6,98,-0.754709580222772,0.9403628331585872
6,98,-0.7660444431189779,0.9429105759107712
6,98,-0.7771459614569707,0.9454248465656656
6,98,-0.7880107536067219,0.947903777422984
6,98,-0.7986355100472929,0.9503455065818838
6,98,-0.8090169943749473,0.9527481810311124
6,98,-0.8191520442889916,0.9551099593781969
6,98,-0.8290375725550416,0.9574290148556902
6,98,-0.8386705679454242,0.9597035379860227
6,98,-0.848048096156426,0.9619317389378818
6,98,-0.8571673007021122,0.9641118504216782
6,98,-0.8660254037844387,0.966242130527612
6,98,-0.8746197071393957,0.9683208649703869
6,98,-0.8829475928589268,0.9703463700581497
6,98,-0.8910065241883678,0.9723169950911903
6,98,-0.898794046299167,0.9742311242185003
6,98,-0.9063077870366499,0.9760871790008635
6,98,-0.9135454576426008,0.9778836208782844
6,98,-0.9205048534524402,0.9796189533358988
6,98,-0.9271838545667873,0.9812917238061167
6,98,-0.9335804264972017,0.9829005259177497
6,98,-0.9396926207859083,0.9844440016525853
6,98,-0.9455185755993167,0.9859208430363449
6,98,-0.9510565162951535,0.9873297937989154
6,98,-0.9563047559630354,0.9886696513042359
6,98,-0.9612616959383187,0.9899392683771185
6,98,-0.9659258262890682,0.9911375547225741
6,98,-0.9702957262759965,0.9922634784313825
6,98,-0.9743700647852352,0.9933160672944056
6,98,-0.9781476007338057,0.9942944103799108
6,98,-0.981627183447664,0.9951976592823712
6,98,-0.984807753012208,0.9960250289514412
6,98,-0.9876883405951377,0.9967757990024824
6,98,-0.9902680687415703,0.9974493147837156
6,98,-0.992546151641322,0.9980449881619499
6,98,-0.9945218953682733,0.998562298258502
6,98,-0.9961946980917455,0.9990007921796186
6,98,-0.9975640502598242,0.9993600856958
6,98,-0.9986295347545738,0.999639863752248
6,98,-0.9993908270190958,0.9998398808546196
6,98,-0.9998476951563913,0.9999599614196243
6,98,-1.0,1.0
